source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]
PDC000309-Sample-1	human + mouse	not available	not available	not available	not available	not available	Breast cancers	1	Basal (WHIM2)	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/125/01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw?Expires=1685624055&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CnMvDPjpFqLQl3unIbnezpK1u14r9Fxs7LsHDt7tTzdh64mHn4a68dzS3paUwawM94Qie5FI-6t4eZFshjdvU-5dTVlkMYq0jquMCIx139yZgdGJeaxu5duizSFsnWCvsCFsOw4ypbX~8peihGlPV9RJ8OOtRYRDVxfi6Ovw4oJTQXCnZY98GqUR0nJTyExLWns3OFQQ49hh9W~44WoxD-3yGImpGMChvXSVi3a-BAVik-QQREe509LN0qoIVKvhovDxfbQ26n4TIrppP83NQAPaMqefEPsM5hgh6oxOzU29NwyFOGNsbJjNyG9m9bJWa0G~vm8AmZsrMRnyfuGbdQ__	1	1	tmt_126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Basal (WHIM2)	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000309-Sample-2	human + mouse	not available	not available	not available	not available	not available	Breast cancers	1	Luminal (WHIM 16)	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/125/01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw?Expires=1685624055&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CnMvDPjpFqLQl3unIbnezpK1u14r9Fxs7LsHDt7tTzdh64mHn4a68dzS3paUwawM94Qie5FI-6t4eZFshjdvU-5dTVlkMYq0jquMCIx139yZgdGJeaxu5duizSFsnWCvsCFsOw4ypbX~8peihGlPV9RJ8OOtRYRDVxfi6Ovw4oJTQXCnZY98GqUR0nJTyExLWns3OFQQ49hh9W~44WoxD-3yGImpGMChvXSVi3a-BAVik-QQREe509LN0qoIVKvhovDxfbQ26n4TIrppP83NQAPaMqefEPsM5hgh6oxOzU29NwyFOGNsbJjNyG9m9bJWa0G~vm8AmZsrMRnyfuGbdQ__	1	1	tmt_127n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Luminal (WHIM 16)	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000309-Sample-3	human + mouse	not available	not available	not available	not available	not available	Breast cancers	1	Basal (WHIM2)	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/125/01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw?Expires=1685624055&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CnMvDPjpFqLQl3unIbnezpK1u14r9Fxs7LsHDt7tTzdh64mHn4a68dzS3paUwawM94Qie5FI-6t4eZFshjdvU-5dTVlkMYq0jquMCIx139yZgdGJeaxu5duizSFsnWCvsCFsOw4ypbX~8peihGlPV9RJ8OOtRYRDVxfi6Ovw4oJTQXCnZY98GqUR0nJTyExLWns3OFQQ49hh9W~44WoxD-3yGImpGMChvXSVi3a-BAVik-QQREe509LN0qoIVKvhovDxfbQ26n4TIrppP83NQAPaMqefEPsM5hgh6oxOzU29NwyFOGNsbJjNyG9m9bJWa0G~vm8AmZsrMRnyfuGbdQ__	1	1	tmt_127c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Basal (WHIM2)	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000309-Sample-4	human + mouse	not available	not available	not available	not available	not available	Breast cancers	1	Basal (WHIM2)	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/125/01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw?Expires=1685624055&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CnMvDPjpFqLQl3unIbnezpK1u14r9Fxs7LsHDt7tTzdh64mHn4a68dzS3paUwawM94Qie5FI-6t4eZFshjdvU-5dTVlkMYq0jquMCIx139yZgdGJeaxu5duizSFsnWCvsCFsOw4ypbX~8peihGlPV9RJ8OOtRYRDVxfi6Ovw4oJTQXCnZY98GqUR0nJTyExLWns3OFQQ49hh9W~44WoxD-3yGImpGMChvXSVi3a-BAVik-QQREe509LN0qoIVKvhovDxfbQ26n4TIrppP83NQAPaMqefEPsM5hgh6oxOzU29NwyFOGNsbJjNyG9m9bJWa0G~vm8AmZsrMRnyfuGbdQ__	1	1	tmt_128n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Basal (WHIM2)	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000309-Sample-5	human + mouse	not available	not available	not available	not available	not available	Breast cancers	1	Luminal (WHIM 16)	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/125/01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw?Expires=1685624055&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CnMvDPjpFqLQl3unIbnezpK1u14r9Fxs7LsHDt7tTzdh64mHn4a68dzS3paUwawM94Qie5FI-6t4eZFshjdvU-5dTVlkMYq0jquMCIx139yZgdGJeaxu5duizSFsnWCvsCFsOw4ypbX~8peihGlPV9RJ8OOtRYRDVxfi6Ovw4oJTQXCnZY98GqUR0nJTyExLWns3OFQQ49hh9W~44WoxD-3yGImpGMChvXSVi3a-BAVik-QQREe509LN0qoIVKvhovDxfbQ26n4TIrppP83NQAPaMqefEPsM5hgh6oxOzU29NwyFOGNsbJjNyG9m9bJWa0G~vm8AmZsrMRnyfuGbdQ__	1	1	tmt_128c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Luminal (WHIM 16)	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000309-Sample-6	human + mouse	not available	not available	not available	not available	not available	Breast cancers	1	Basal (WHIM2)	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/125/01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw?Expires=1685624055&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CnMvDPjpFqLQl3unIbnezpK1u14r9Fxs7LsHDt7tTzdh64mHn4a68dzS3paUwawM94Qie5FI-6t4eZFshjdvU-5dTVlkMYq0jquMCIx139yZgdGJeaxu5duizSFsnWCvsCFsOw4ypbX~8peihGlPV9RJ8OOtRYRDVxfi6Ovw4oJTQXCnZY98GqUR0nJTyExLWns3OFQQ49hh9W~44WoxD-3yGImpGMChvXSVi3a-BAVik-QQREe509LN0qoIVKvhovDxfbQ26n4TIrppP83NQAPaMqefEPsM5hgh6oxOzU29NwyFOGNsbJjNyG9m9bJWa0G~vm8AmZsrMRnyfuGbdQ__	1	1	tmt_129n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Basal (WHIM2)	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000309-Sample-7	human + mouse	not available	not available	not available	not available	not available	Breast cancers	1	Luminal (WHIM 16)	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/125/01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw?Expires=1685624055&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CnMvDPjpFqLQl3unIbnezpK1u14r9Fxs7LsHDt7tTzdh64mHn4a68dzS3paUwawM94Qie5FI-6t4eZFshjdvU-5dTVlkMYq0jquMCIx139yZgdGJeaxu5duizSFsnWCvsCFsOw4ypbX~8peihGlPV9RJ8OOtRYRDVxfi6Ovw4oJTQXCnZY98GqUR0nJTyExLWns3OFQQ49hh9W~44WoxD-3yGImpGMChvXSVi3a-BAVik-QQREe509LN0qoIVKvhovDxfbQ26n4TIrppP83NQAPaMqefEPsM5hgh6oxOzU29NwyFOGNsbJjNyG9m9bJWa0G~vm8AmZsrMRnyfuGbdQ__	1	1	tmt_129c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Luminal (WHIM 16)	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000309-Sample-8	human + mouse	not available	not available	not available	not available	not available	Breast cancers	1	Luminal (WHIM 16)	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/125/01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw?Expires=1685624055&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CnMvDPjpFqLQl3unIbnezpK1u14r9Fxs7LsHDt7tTzdh64mHn4a68dzS3paUwawM94Qie5FI-6t4eZFshjdvU-5dTVlkMYq0jquMCIx139yZgdGJeaxu5duizSFsnWCvsCFsOw4ypbX~8peihGlPV9RJ8OOtRYRDVxfi6Ovw4oJTQXCnZY98GqUR0nJTyExLWns3OFQQ49hh9W~44WoxD-3yGImpGMChvXSVi3a-BAVik-QQREe509LN0qoIVKvhovDxfbQ26n4TIrppP83NQAPaMqefEPsM5hgh6oxOzU29NwyFOGNsbJjNyG9m9bJWa0G~vm8AmZsrMRnyfuGbdQ__	1	1	tmt_130n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Luminal (WHIM 16)	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000309-Sample-9	human + mouse	not available	not available	not available	not available	not available	Breast cancers	1	Basal (WHIM2)	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/125/01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw?Expires=1685624055&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CnMvDPjpFqLQl3unIbnezpK1u14r9Fxs7LsHDt7tTzdh64mHn4a68dzS3paUwawM94Qie5FI-6t4eZFshjdvU-5dTVlkMYq0jquMCIx139yZgdGJeaxu5duizSFsnWCvsCFsOw4ypbX~8peihGlPV9RJ8OOtRYRDVxfi6Ovw4oJTQXCnZY98GqUR0nJTyExLWns3OFQQ49hh9W~44WoxD-3yGImpGMChvXSVi3a-BAVik-QQREe509LN0qoIVKvhovDxfbQ26n4TIrppP83NQAPaMqefEPsM5hgh6oxOzU29NwyFOGNsbJjNyG9m9bJWa0G~vm8AmZsrMRnyfuGbdQ__	1	1	tmt_130c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Basal (WHIM2)	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000309-Sample-10	human + mouse	not available	not available	not available	not available	not available	Breast cancers	1	Luminal (WHIM 16)	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/125/01CPTAC3_Benchmarking_W_BI_20170508_BL_f01.raw?Expires=1685624055&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CnMvDPjpFqLQl3unIbnezpK1u14r9Fxs7LsHDt7tTzdh64mHn4a68dzS3paUwawM94Qie5FI-6t4eZFshjdvU-5dTVlkMYq0jquMCIx139yZgdGJeaxu5duizSFsnWCvsCFsOw4ypbX~8peihGlPV9RJ8OOtRYRDVxfi6Ovw4oJTQXCnZY98GqUR0nJTyExLWns3OFQQ49hh9W~44WoxD-3yGImpGMChvXSVi3a-BAVik-QQREe509LN0qoIVKvhovDxfbQ26n4TIrppP83NQAPaMqefEPsM5hgh6oxOzU29NwyFOGNsbJjNyG9m9bJWa0G~vm8AmZsrMRnyfuGbdQ__	1	1	tmt_131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Luminal (WHIM 16)	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
