fragment_tolerance	40
precursor_tolerance	20
total_peptides	21371
total_entrap_peptides	0
total_decoys	353
total_target	21018
precursor_std_error_plus4	11.645928469593345
fragment_std_error_plus4	9.691325024415834
number_psms	43376
C[+57.0215]	4154
C[+57.0215]_percentage	9.576724455920324
M[+15.994]	8144
M[+15.994]_percentage	18.77535964588713
N[+0.984]	1027
N[+0.984]_percentage	2.367668756916267
M[+31.9898]	206
M[+31.9898]_percentage	0.47491700479527843
K[+27.9949]	85
K[+27.9949]_percentage	0.19596090003688674
P[+15.994]	1165
P[+15.994]_percentage	2.685817041682036
K[+14.01565]	331
K[+14.01565]_percentage	0.7630947989671708
K[+28.0313]	104
K[+28.0313]_percentage	0.23976392475101438
E[+52.91146]	494
E[+52.91146]_percentage	1.1388786425673183
D[+52.91146]	521
D[+52.91146]_percentage	1.201125046108447
P[+31.9898]	241
P[+31.9898]_percentage	0.5556067871634083
Q[+0.984]	553
Q[+0.984]_percentage	1.2748985614164514
K[+43.0058]	47
K[+43.0058]_percentage	0.1083548506086315
