source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]
PDC000295-Sample-1	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run1	proteomic profiling by mass spectrometry	01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/118/01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw?Expires=1685691190&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=I-T4zP3zpaXtsbNLlLxLqD8uFew~JLGGRRQerjTrS~qUpqr5fvrDaPfFtK7Sobl-QTOSHeWJ-ASrFpmt5GqI7edfPv0n37yVwhUPIE26nThJ~4r-g1mTTPNG6c2ZcgNNhG9~qlcVgMBP~l99dlzf7KFm02dZpFcg1WTrOLU8xZto5e-rtAd0z0I23VAI9aIgKjyOVyeDTONNQB0mF9uqM0cSmgQ16uxgbHZdX8tFB4ySwFQW6waYEVqGGW0GOFW17qmhby8US~u8ifmKP20zYA16cT9UN-QOI9EPYtoBsem-ZYSFrQXi2wdQnYLou9kS9XbkbUxGj6lp29O8MfnmQA__	1	1	tmt_126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000295-Sample-2	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run1	proteomic profiling by mass spectrometry	01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/118/01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw?Expires=1685691190&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=I-T4zP3zpaXtsbNLlLxLqD8uFew~JLGGRRQerjTrS~qUpqr5fvrDaPfFtK7Sobl-QTOSHeWJ-ASrFpmt5GqI7edfPv0n37yVwhUPIE26nThJ~4r-g1mTTPNG6c2ZcgNNhG9~qlcVgMBP~l99dlzf7KFm02dZpFcg1WTrOLU8xZto5e-rtAd0z0I23VAI9aIgKjyOVyeDTONNQB0mF9uqM0cSmgQ16uxgbHZdX8tFB4ySwFQW6waYEVqGGW0GOFW17qmhby8US~u8ifmKP20zYA16cT9UN-QOI9EPYtoBsem-ZYSFrQXi2wdQnYLou9kS9XbkbUxGj6lp29O8MfnmQA__	1	1	tmt_127n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000295-Sample-3	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run1	proteomic profiling by mass spectrometry	01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/118/01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw?Expires=1685691190&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=I-T4zP3zpaXtsbNLlLxLqD8uFew~JLGGRRQerjTrS~qUpqr5fvrDaPfFtK7Sobl-QTOSHeWJ-ASrFpmt5GqI7edfPv0n37yVwhUPIE26nThJ~4r-g1mTTPNG6c2ZcgNNhG9~qlcVgMBP~l99dlzf7KFm02dZpFcg1WTrOLU8xZto5e-rtAd0z0I23VAI9aIgKjyOVyeDTONNQB0mF9uqM0cSmgQ16uxgbHZdX8tFB4ySwFQW6waYEVqGGW0GOFW17qmhby8US~u8ifmKP20zYA16cT9UN-QOI9EPYtoBsem-ZYSFrQXi2wdQnYLou9kS9XbkbUxGj6lp29O8MfnmQA__	1	1	tmt_127c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000295-Sample-4	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run1	proteomic profiling by mass spectrometry	01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/118/01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw?Expires=1685691190&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=I-T4zP3zpaXtsbNLlLxLqD8uFew~JLGGRRQerjTrS~qUpqr5fvrDaPfFtK7Sobl-QTOSHeWJ-ASrFpmt5GqI7edfPv0n37yVwhUPIE26nThJ~4r-g1mTTPNG6c2ZcgNNhG9~qlcVgMBP~l99dlzf7KFm02dZpFcg1WTrOLU8xZto5e-rtAd0z0I23VAI9aIgKjyOVyeDTONNQB0mF9uqM0cSmgQ16uxgbHZdX8tFB4ySwFQW6waYEVqGGW0GOFW17qmhby8US~u8ifmKP20zYA16cT9UN-QOI9EPYtoBsem-ZYSFrQXi2wdQnYLou9kS9XbkbUxGj6lp29O8MfnmQA__	1	1	tmt_128n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000295-Sample-5	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run1	proteomic profiling by mass spectrometry	01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/118/01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw?Expires=1685691190&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=I-T4zP3zpaXtsbNLlLxLqD8uFew~JLGGRRQerjTrS~qUpqr5fvrDaPfFtK7Sobl-QTOSHeWJ-ASrFpmt5GqI7edfPv0n37yVwhUPIE26nThJ~4r-g1mTTPNG6c2ZcgNNhG9~qlcVgMBP~l99dlzf7KFm02dZpFcg1WTrOLU8xZto5e-rtAd0z0I23VAI9aIgKjyOVyeDTONNQB0mF9uqM0cSmgQ16uxgbHZdX8tFB4ySwFQW6waYEVqGGW0GOFW17qmhby8US~u8ifmKP20zYA16cT9UN-QOI9EPYtoBsem-ZYSFrQXi2wdQnYLou9kS9XbkbUxGj6lp29O8MfnmQA__	1	1	tmt_128c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000295-Sample-6	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run1	proteomic profiling by mass spectrometry	01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/118/01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw?Expires=1685691190&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=I-T4zP3zpaXtsbNLlLxLqD8uFew~JLGGRRQerjTrS~qUpqr5fvrDaPfFtK7Sobl-QTOSHeWJ-ASrFpmt5GqI7edfPv0n37yVwhUPIE26nThJ~4r-g1mTTPNG6c2ZcgNNhG9~qlcVgMBP~l99dlzf7KFm02dZpFcg1WTrOLU8xZto5e-rtAd0z0I23VAI9aIgKjyOVyeDTONNQB0mF9uqM0cSmgQ16uxgbHZdX8tFB4ySwFQW6waYEVqGGW0GOFW17qmhby8US~u8ifmKP20zYA16cT9UN-QOI9EPYtoBsem-ZYSFrQXi2wdQnYLou9kS9XbkbUxGj6lp29O8MfnmQA__	1	1	tmt_129n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000295-Sample-7	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run1	proteomic profiling by mass spectrometry	01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/118/01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw?Expires=1685691190&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=I-T4zP3zpaXtsbNLlLxLqD8uFew~JLGGRRQerjTrS~qUpqr5fvrDaPfFtK7Sobl-QTOSHeWJ-ASrFpmt5GqI7edfPv0n37yVwhUPIE26nThJ~4r-g1mTTPNG6c2ZcgNNhG9~qlcVgMBP~l99dlzf7KFm02dZpFcg1WTrOLU8xZto5e-rtAd0z0I23VAI9aIgKjyOVyeDTONNQB0mF9uqM0cSmgQ16uxgbHZdX8tFB4ySwFQW6waYEVqGGW0GOFW17qmhby8US~u8ifmKP20zYA16cT9UN-QOI9EPYtoBsem-ZYSFrQXi2wdQnYLou9kS9XbkbUxGj6lp29O8MfnmQA__	1	1	tmt_129c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000295-Sample-8	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run1	proteomic profiling by mass spectrometry	01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/118/01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw?Expires=1685691190&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=I-T4zP3zpaXtsbNLlLxLqD8uFew~JLGGRRQerjTrS~qUpqr5fvrDaPfFtK7Sobl-QTOSHeWJ-ASrFpmt5GqI7edfPv0n37yVwhUPIE26nThJ~4r-g1mTTPNG6c2ZcgNNhG9~qlcVgMBP~l99dlzf7KFm02dZpFcg1WTrOLU8xZto5e-rtAd0z0I23VAI9aIgKjyOVyeDTONNQB0mF9uqM0cSmgQ16uxgbHZdX8tFB4ySwFQW6waYEVqGGW0GOFW17qmhby8US~u8ifmKP20zYA16cT9UN-QOI9EPYtoBsem-ZYSFrQXi2wdQnYLou9kS9XbkbUxGj6lp29O8MfnmQA__	1	1	tmt_130n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000295-Sample-9	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run1	proteomic profiling by mass spectrometry	01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/118/01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw?Expires=1685691190&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=I-T4zP3zpaXtsbNLlLxLqD8uFew~JLGGRRQerjTrS~qUpqr5fvrDaPfFtK7Sobl-QTOSHeWJ-ASrFpmt5GqI7edfPv0n37yVwhUPIE26nThJ~4r-g1mTTPNG6c2ZcgNNhG9~qlcVgMBP~l99dlzf7KFm02dZpFcg1WTrOLU8xZto5e-rtAd0z0I23VAI9aIgKjyOVyeDTONNQB0mF9uqM0cSmgQ16uxgbHZdX8tFB4ySwFQW6waYEVqGGW0GOFW17qmhby8US~u8ifmKP20zYA16cT9UN-QOI9EPYtoBsem-ZYSFrQXi2wdQnYLou9kS9XbkbUxGj6lp29O8MfnmQA__	1	1	tmt_130c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000295-Sample-10	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run1	proteomic profiling by mass spectrometry	01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/118/01_CPTAC_TMTS1_NCI7_W_JHUZ_20170502_LUMOS.raw?Expires=1685691190&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=I-T4zP3zpaXtsbNLlLxLqD8uFew~JLGGRRQerjTrS~qUpqr5fvrDaPfFtK7Sobl-QTOSHeWJ-ASrFpmt5GqI7edfPv0n37yVwhUPIE26nThJ~4r-g1mTTPNG6c2ZcgNNhG9~qlcVgMBP~l99dlzf7KFm02dZpFcg1WTrOLU8xZto5e-rtAd0z0I23VAI9aIgKjyOVyeDTONNQB0mF9uqM0cSmgQ16uxgbHZdX8tFB4ySwFQW6waYEVqGGW0GOFW17qmhby8US~u8ifmKP20zYA16cT9UN-QOI9EPYtoBsem-ZYSFrQXi2wdQnYLou9kS9XbkbUxGj6lp29O8MfnmQA__	1	1	tmt_131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
