source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC1.raw	1	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC2.raw	1	2	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 3	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC3.raw	1	3	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 4	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC4.raw	1	4	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 5	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC5.raw	1	5	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 6	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC6.raw	1	6	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 7	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC7.raw	1	7	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 8	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC8.raw	1	8	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 9	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC9.raw	1	9	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 10	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC10.raw	1	10	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 11	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC11.raw	1	11	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 12	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC12.raw	1	12	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 13	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC13.raw	1	13	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 14	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC14.raw	1	14	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 15	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC15.raw	1	15	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 16	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC16.raw	1	16	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 17	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC17.raw	1	17	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 18	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC18.raw	1	18	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 19	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC19.raw	1	19	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 20	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC20.raw	1	20	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 21	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC21.raw	1	21	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 22	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC22.raw	1	22	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample 1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 23	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC23.raw	1	23	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
