source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 73	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin1.raw	1	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 74	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin2.raw	1	2	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 75	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin3.raw	1	3	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 76	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin4.raw	1	4	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 77	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin5.raw	1	5	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 78	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin6.raw	1	6	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 79	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin7.raw	1	7	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 80	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin8.raw	1	8	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 81	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin9.raw	1	9	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 82	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin10.raw	1	10	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 83	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin11.raw	1	11	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 84	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin12.raw	1	12	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 85	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin13.raw	1	13	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 86	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin14.raw	1	14	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 87	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin15.raw	1	15	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 88	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin16.raw	1	16	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 89	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin17.raw	1	17	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 90	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin18.raw	1	18	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 91	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin19.raw	1	19	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
