source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]
PDC000290-Sample-1	human + mouse	not available	not available	not available	not available	not available	Breast Cancer	1	WHIM 2	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/113/CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f01.raw?Expires=1685694382&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hSEjC0FwY6AIwKG-Mcx4xIZFCbv3~nrGlhFnBgyKuZ~dSQAP3kS~2ZEzIJkz9V9q9yghAnTdVI~7aQp8SS6mWFgJVCZDO9Oaf-Z3VSfJNAQbBTRZFk-x0PM7QjlNuv2UEm6HaqT2JbGonSsAPRNtCiDDU87vrN7N3CEs7cfWUx--AtFzuKZDgKY~dOhLrcQ-~YzYerAP4qboQkKH3cH1WcqUz5HX1-huE2pBtGhDqEB05J~lwEuU86U72-6kfzHo1P71KmLH-2XO6~RpuL4rkoKws6BTN7NydVak~oILGcDtDcOdtda3CyzdzTrgZ0VG~SMmdw5WvevLLk8TnPyimw__	1	1	itraq_114	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000290-Sample-2	human + mouse	not available	not available	not available	not available	not available	Breast Cancer	1	WHIM 16	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/113/CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f01.raw?Expires=1685694382&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hSEjC0FwY6AIwKG-Mcx4xIZFCbv3~nrGlhFnBgyKuZ~dSQAP3kS~2ZEzIJkz9V9q9yghAnTdVI~7aQp8SS6mWFgJVCZDO9Oaf-Z3VSfJNAQbBTRZFk-x0PM7QjlNuv2UEm6HaqT2JbGonSsAPRNtCiDDU87vrN7N3CEs7cfWUx--AtFzuKZDgKY~dOhLrcQ-~YzYerAP4qboQkKH3cH1WcqUz5HX1-huE2pBtGhDqEB05J~lwEuU86U72-6kfzHo1P71KmLH-2XO6~RpuL4rkoKws6BTN7NydVak~oILGcDtDcOdtda3CyzdzTrgZ0VG~SMmdw5WvevLLk8TnPyimw__	1	1	itraq_115	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000290-Sample-3	human + mouse	not available	not available	not available	not available	not available	Breast Cancer	1	WHIM 2	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/113/CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f01.raw?Expires=1685694382&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hSEjC0FwY6AIwKG-Mcx4xIZFCbv3~nrGlhFnBgyKuZ~dSQAP3kS~2ZEzIJkz9V9q9yghAnTdVI~7aQp8SS6mWFgJVCZDO9Oaf-Z3VSfJNAQbBTRZFk-x0PM7QjlNuv2UEm6HaqT2JbGonSsAPRNtCiDDU87vrN7N3CEs7cfWUx--AtFzuKZDgKY~dOhLrcQ-~YzYerAP4qboQkKH3cH1WcqUz5HX1-huE2pBtGhDqEB05J~lwEuU86U72-6kfzHo1P71KmLH-2XO6~RpuL4rkoKws6BTN7NydVak~oILGcDtDcOdtda3CyzdzTrgZ0VG~SMmdw5WvevLLk8TnPyimw__	1	1	itraq_116	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000290-Sample-4	human + mouse	not available	not available	not available	not available	not available	Breast Cancer	1	WHIM 16	not available	Xenograft Tissue	run1	proteomic profiling by mass spectrometry	CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/113/CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f01.raw?Expires=1685694382&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hSEjC0FwY6AIwKG-Mcx4xIZFCbv3~nrGlhFnBgyKuZ~dSQAP3kS~2ZEzIJkz9V9q9yghAnTdVI~7aQp8SS6mWFgJVCZDO9Oaf-Z3VSfJNAQbBTRZFk-x0PM7QjlNuv2UEm6HaqT2JbGonSsAPRNtCiDDU87vrN7N3CEs7cfWUx--AtFzuKZDgKY~dOhLrcQ-~YzYerAP4qboQkKH3cH1WcqUz5HX1-huE2pBtGhDqEB05J~lwEuU86U72-6kfzHo1P71KmLH-2XO6~RpuL4rkoKws6BTN7NydVak~oILGcDtDcOdtda3CyzdzTrgZ0VG~SMmdw5WvevLLk8TnPyimw__	1	1	itraq_117	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000290-Sample-1	human + mouse	not available	not available	not available	not available	not available	Breast Cancer	1	WHIM 2	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/113/CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f02.raw?Expires=1685694382&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=LmjS3XDBVFEgTD6jRMlwvtwndE84iRcYNEwWVr0SXDEMyp~NtplYSQQ6L9Ty0mOW8zhdFgSWTwJ7aeN1MnQOmyZxQvxYn5mTHGFimDhZWT~ZXzHH1nou89O85E2EaCKHgsQKwtDm3r8Ez0Ul0DQKq6RoZQ4Qvn-yq8rDs2lTq-O1jWCX4ABe-JBHN7vrWGHgtWEPQKjRkLPjJdbfaknFkh5e1isX~knKO3efH3WMW-JJXUw8ZxoZWpAuddsIblIIbt4PV5GEW7RTJnSMVFgvJN5KDBOM8wctsi5-DL8-te7~0LJ9epRFvS8Eo~zvxIjhVP8kaDpbF8GBpwAtxt9rcg__	1	2	itraq_114	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000290-Sample-2	human + mouse	not available	not available	not available	not available	not available	Breast Cancer	1	WHIM 16	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/113/CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f02.raw?Expires=1685694382&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=LmjS3XDBVFEgTD6jRMlwvtwndE84iRcYNEwWVr0SXDEMyp~NtplYSQQ6L9Ty0mOW8zhdFgSWTwJ7aeN1MnQOmyZxQvxYn5mTHGFimDhZWT~ZXzHH1nou89O85E2EaCKHgsQKwtDm3r8Ez0Ul0DQKq6RoZQ4Qvn-yq8rDs2lTq-O1jWCX4ABe-JBHN7vrWGHgtWEPQKjRkLPjJdbfaknFkh5e1isX~knKO3efH3WMW-JJXUw8ZxoZWpAuddsIblIIbt4PV5GEW7RTJnSMVFgvJN5KDBOM8wctsi5-DL8-te7~0LJ9epRFvS8Eo~zvxIjhVP8kaDpbF8GBpwAtxt9rcg__	1	2	itraq_115	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000290-Sample-3	human + mouse	not available	not available	not available	not available	not available	Breast Cancer	1	WHIM 2	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/113/CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f02.raw?Expires=1685694382&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=LmjS3XDBVFEgTD6jRMlwvtwndE84iRcYNEwWVr0SXDEMyp~NtplYSQQ6L9Ty0mOW8zhdFgSWTwJ7aeN1MnQOmyZxQvxYn5mTHGFimDhZWT~ZXzHH1nou89O85E2EaCKHgsQKwtDm3r8Ez0Ul0DQKq6RoZQ4Qvn-yq8rDs2lTq-O1jWCX4ABe-JBHN7vrWGHgtWEPQKjRkLPjJdbfaknFkh5e1isX~knKO3efH3WMW-JJXUw8ZxoZWpAuddsIblIIbt4PV5GEW7RTJnSMVFgvJN5KDBOM8wctsi5-DL8-te7~0LJ9epRFvS8Eo~zvxIjhVP8kaDpbF8GBpwAtxt9rcg__	1	2	itraq_116	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000290-Sample-4	human + mouse	not available	not available	not available	not available	not available	Breast Cancer	1	WHIM 16	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/113/CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f02.raw?Expires=1685694382&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=LmjS3XDBVFEgTD6jRMlwvtwndE84iRcYNEwWVr0SXDEMyp~NtplYSQQ6L9Ty0mOW8zhdFgSWTwJ7aeN1MnQOmyZxQvxYn5mTHGFimDhZWT~ZXzHH1nou89O85E2EaCKHgsQKwtDm3r8Ez0Ul0DQKq6RoZQ4Qvn-yq8rDs2lTq-O1jWCX4ABe-JBHN7vrWGHgtWEPQKjRkLPjJdbfaknFkh5e1isX~knKO3efH3WMW-JJXUw8ZxoZWpAuddsIblIIbt4PV5GEW7RTJnSMVFgvJN5KDBOM8wctsi5-DL8-te7~0LJ9epRFvS8Eo~zvxIjhVP8kaDpbF8GBpwAtxt9rcg__	1	2	itraq_117	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000290-Sample-1	human + mouse	not available	not available	not available	not available	not available	Breast Cancer	1	WHIM 2	not available	Xenograft Tissue	run3	proteomic profiling by mass spectrometry	CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/113/CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f03.raw?Expires=1685694382&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=K5KURIKUc~JvhaEdErZf94x0blTWS2mrC-Yj9g3U4lxoKRCws1Ahx2B6ukd2sWa-lnzQbqJbITdTBJyixwvpX~KaqMNZ94XaCwLKG8le8qv7zt-x9CRB08RRWwkhx8naAhUNNIZ~drARqOOC-tk9T-ULiCZX3lvg6cVsBSqSye5QloVPxKbbmnIs1fWQJAA~C5h~1L0k8vGDvk~Osk5zvm4Mj6PatNuhdZ1aqOX34xVkWH0pNrUHH54v2Dmzq1TMSvCeEmk7QlXzrS88JH~kKXljYQWU1IbDhv0MN5O8PKx2Gl3ycsZX9Xo8aP0OvN25Pt0t~Acd7nBJm7YxfaVm0w__	1	3	itraq_114	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000290-Sample-2	human + mouse	not available	not available	not available	not available	not available	Breast Cancer	1	WHIM 16	not available	Xenograft Tissue	run3	proteomic profiling by mass spectrometry	CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/113/CompRef_P5-57_P6-22_P5-69_P6-111_W_BI_20130119_f03.raw?Expires=1685694382&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=K5KURIKUc~JvhaEdErZf94x0blTWS2mrC-Yj9g3U4lxoKRCws1Ahx2B6ukd2sWa-lnzQbqJbITdTBJyixwvpX~KaqMNZ94XaCwLKG8le8qv7zt-x9CRB08RRWwkhx8naAhUNNIZ~drARqOOC-tk9T-ULiCZX3lvg6cVsBSqSye5QloVPxKbbmnIs1fWQJAA~C5h~1L0k8vGDvk~Osk5zvm4Mj6PatNuhdZ1aqOX34xVkWH0pNrUHH54v2Dmzq1TMSvCeEmk7QlXzrS88JH~kKXljYQWU1IbDhv0MN5O8PKx2Gl3ycsZX9Xo8aP0OvN25Pt0t~Acd7nBJm7YxfaVm0w__	1	3	itraq_115	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
