source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[cell line]
PXD042233-Sample-5056	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	2180	2018_10_30_02_14_Q-Exactive-HF-X-Orbitrap_6071	proteomic profiling by mass spectrometer	1	2018_10_30_02_14_Q-Exactive-HF-X-Orbitrap_6071.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD042233/2018_10_30_02_14_Q-Exactive-HF-X-Orbitrap_6071.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	20 ppm	HeLa
PXD042233-Sample-5057	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	2181	2018_10_30_04_24_Q-Exactive-HF-X-Orbitrap_6071	proteomic profiling by mass spectrometer	1	2018_10_30_04_24_Q-Exactive-HF-X-Orbitrap_6071.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD042233/2018_10_30_04_24_Q-Exactive-HF-X-Orbitrap_6071.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	20 ppm	HeLa
PXD042233-Sample-5058	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	2182	2018_10_30_04_29_Q-Exactive-HF-X-Orbitrap_6101	proteomic profiling by mass spectrometer	1	2018_10_30_04_29_Q-Exactive-HF-X-Orbitrap_6101.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD042233/2018_10_30_04_29_Q-Exactive-HF-X-Orbitrap_6101.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	20 ppm	HeLa
PXD042233-Sample-5059	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	2183	2018_10_30_06_35_Q-Exactive-HF-X-Orbitrap_6071	proteomic profiling by mass spectrometer	1	2018_10_30_06_35_Q-Exactive-HF-X-Orbitrap_6071.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD042233/2018_10_30_06_35_Q-Exactive-HF-X-Orbitrap_6071.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	20 ppm	HeLa
PXD042233-Sample-5060	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	2184	2018_10_30_09_04_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_10_30_09_04_Q-Exactive-HF-X-Orbitrap_6075.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD042233/2018_10_30_09_04_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	20 ppm	HeLa
PXD042233-Sample-5061	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	2185	2018_10_30_18_09_Q-Exactive-HF-X-Orbitrap_6078	proteomic profiling by mass spectrometer	1	2018_10_30_18_09_Q-Exactive-HF-X-Orbitrap_6078.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD042233/2018_10_30_18_09_Q-Exactive-HF-X-Orbitrap_6078.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	20 ppm	HeLa
PXD042233-Sample-5062	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	2186	2018_10_30_18_44_Q-Exactive-HF-X-Orbitrap_6073	proteomic profiling by mass spectrometer	1	2018_10_30_18_44_Q-Exactive-HF-X-Orbitrap_6073.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD042233/2018_10_30_18_44_Q-Exactive-HF-X-Orbitrap_6073.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	20 ppm	HeLa
PXD042233-Sample-5063	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	2187	2018_10_30_21_34_Q-Exactive-HF-X-Orbitrap_6101	proteomic profiling by mass spectrometer	1	2018_10_30_21_34_Q-Exactive-HF-X-Orbitrap_6101.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD042233/2018_10_30_21_34_Q-Exactive-HF-X-Orbitrap_6101.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	20 ppm	HeLa
PXD042233-Sample-5064	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	2188	2018_10_30_21_53_Q-Exactive-HF-X-Orbitrap_6078	proteomic profiling by mass spectrometer	1	2018_10_30_21_53_Q-Exactive-HF-X-Orbitrap_6078.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD042233/2018_10_30_21_53_Q-Exactive-HF-X-Orbitrap_6078.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	20 ppm	HeLa
PXD042233-Sample-5065	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	2189	2018_10_31_00_21_Q-Exactive-HF-X-Orbitrap_6101	proteomic profiling by mass spectrometer	1	2018_10_31_00_21_Q-Exactive-HF-X-Orbitrap_6101.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD042233/2018_10_31_00_21_Q-Exactive-HF-X-Orbitrap_6101.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	20 ppm	HeLa
PXD042233-Sample-5066	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	2190	2018_10_31_12_47_Q-Exactive-HF-X-Orbitrap_6070	proteomic profiling by mass spectrometer	1	2018_10_31_12_47_Q-Exactive-HF-X-Orbitrap_6070.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD042233/2018_10_31_12_47_Q-Exactive-HF-X-Orbitrap_6070.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	20 ppm	HeLa
PXD042233-Sample-5067	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	2191	2018_10_31_13_11_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_10_31_13_11_Q-Exactive-HF-X-Orbitrap_6075.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD042233/2018_10_31_13_11_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	20 ppm	HeLa
